bioassay_id,extraction_id,processing_id,expedition_id,target_species,assay_date,assay_type,therapeutic_target,cell_line_organism,assay_format,concentration_range_um,positive_control,incubation_time_hours,ic50_value_nm,max_inhibition_percent,hill_coefficient,selectivity_index,cytotoxicity_cc50_um,therapeutic_window,dose_response_quality,assay_reproducibility,statistical_significance,mechanism_of_action,structure_activity_notes,follow_up_priority,patent_potential,literature_precedent,assay_cost_usd,researcher,assay_notes
EXP-0008-PROC-1-EXT-3-ASSAY-3,EXP-0008-PROC-1-EXT-3,EXP-0008-PROC-1,EXP-0008,Bothrops jararaca,2023-08-05,ACE Inhibition Assay,Hypertension,HEK293 cells,96-well,0.074 - 107.8 μM,Standard Control,31.1,51.24,62.5,2.39,53.5,39.6,35.5,Good,0.765,True,ACE inhibition,Garden finally difference everything.,Medium,True,Similar,1430.29,Rachel Santos,Material notice police activity second standard.
EXP-0008-PROC-1-EXT-3-ASSAY-4,EXP-0008-PROC-1-EXT-3,EXP-0008-PROC-1,EXP-0008,Bothrops jararaca,2023-07-29,ACE Inhibition Assay,Hypertension,HEK293 cells,96-well,0.476 - 200.9 μM,Standard Control,45.9,18.94,89.0,1.77,50.1,98.79,46.6,Fair,0.922,True,ACE inhibition,Together scientist hair allow phone weight medical.,High,False,Novel,1242.96,Tyrone Bradford,Their wife argue note easy eight school.
EXP-0008-PROC-1-EXT-3-ASSAY-5,EXP-0008-PROC-1-EXT-3,EXP-0008-PROC-1,EXP-0008,Bothrops jararaca,2023-08-05,ACE Inhibition Assay,Hypertension,HEK293 cells,96-well,0.896 - 420.5 μM,Standard Control,3.2,12.96,77.3,0.56,40.6,78.62,49.3,Good,0.725,True,ACE inhibition,Direction response concern without entire.,Medium,False,Known,808.43,Patrick Quinn,Town car few debate.
EXP-0008-PROC-1-EXT-3-ASSAY-6,EXP-0008-PROC-1-EXT-3,EXP-0008-PROC-1,EXP-0008,Bothrops jararaca,2023-07-25,ACE Inhibition Assay,Hypertension,HEK293 cells,96-well,0.337 - 675.4 μM,Standard Control,4.2,44.76,52.7,2.64,6.8,16.74,11.6,Fair,0.95,False,ACE inhibition,One ok less Mr sit.,High,True,Similar,819.69,Mark Gonzalez,Kind live between operation.
EXP-0008-PROC-2-EXT-1-ASSAY-1,EXP-0008-PROC-2-EXT-1,EXP-0008-PROC-2,EXP-0008,Bothrops jararaca,2023-08-11,ACE Inhibition Assay,Hypertension,HEK293 cells,384-well,0.604 - 395.2 μM,Standard Control,41.0,1.84,64.2,1.36,40.7,82.41,38.3,Excellent,0.821,True,ACE inhibition,Maintain notice ok technology born though since crime.,Medium,False,Known,1428.38,Lisa Bryant,Edge imagine establish.
EXP-0008-PROC-2-EXT-1-ASSAY-2,EXP-0008-PROC-2-EXT-1,EXP-0008-PROC-2,EXP-0008,Bothrops jararaca,2023-08-14,ACE Inhibition Assay,Hypertension,HEK293 cells,96-well,0.399 - 278.0 μM,Standard Control,72.0,81.0,80.6,1.35,54.8,32.42,42.2,Good,0.921,False,ACE inhibition,Computer medical method week federal test eat every.,Medium,False,Novel,492.47,Ellen Alexander,Maintain five window like.
EXP-0008-PROC-2-EXT-1-ASSAY-3,EXP-0008-PROC-2-EXT-1,EXP-0008-PROC-2,EXP-0008,Bothrops jararaca,2023-08-16,ACE Inhibition Assay,Hypertension,HEK293 cells,96-well,0.740 - 631.4 μM,Standard Control,28.3,47.79,91.3,2.21,2.8,17.91,11.6,Excellent,0.717,True,ACE inhibition,Condition set pull behind.,Medium,False,Novel,984.46,Grace Mcdaniel,Cover board discussion film.
EXP-0008-PROC-3-EXT-1-ASSAY-1,EXP-0008-PROC-3-EXT-1,EXP-0008-PROC-3,EXP-0008,Bothrops jararaca,2023-08-07,ACE Inhibition Assay,Hypertension,HEK293 cells,384-well,0.085 - 902.2 μM,Standard Control,10.8,168.06,94.4,1.77,59.8,33.61,35.7,Excellent,0.908,False,ACE inhibition,Floor most bill feel participant.,Medium,False,Known,445.81,Brittney Moore,Skill system particular church what wonder.
EXP-0008-PROC-3-EXT-1-ASSAY-2,EXP-0008-PROC-3-EXT-1,EXP-0008-PROC-3,EXP-0008,Bothrops jararaca,2023-08-18,ACE Inhibition Assay,Hypertension,HEK293 cells,384-well,0.549 - 953.6 μM,Standard Control,14.6,106.33,80.7,2.02,56.9,133.92,43.2,Good,0.905,True,ACE inhibition,Small sister especially usually line task field certain.,Medium,False,Known,446.75,Hector Mcgee,Final none several accept vote area impact.
EXP-0008-PROC-3-EXT-1-ASSAY-3,EXP-0008-PROC-3-EXT-1,EXP-0008-PROC-3,EXP-0008,Bothrops jararaca,2023-08-19,ACE Inhibition Assay,Hypertension,HEK293 cells,384-well,0.264 - 13.9 μM,Standard Control,36.7,33.04,56.6,1.61,9.6,30.36,15.0,Good,0.895,True,ACE inhibition,Window short affect region.,Low,False,Known,481.91,Mitchell Phillips,Age into him newspaper school something.
EXP-0008-PROC-3-EXT-2-ASSAY-1,EXP-0008-PROC-3-EXT-2,EXP-0008-PROC-3,EXP-0008,Bothrops jararaca,2023-08-13,ACE Inhibition Assay,Hypertension,HEK293 cells,384-well,0.895 - 718.0 μM,Standard Control,46.8,3.15,42.7,2.46,68.2,773.24,24.2,Fair,0.925,True,ACE inhibition,Me task blood during for look return like.,Low,True,Novel,703.39,Amber Hopkins,Economic would only arrive argue garden Mrs.
EXP-0008-PROC-3-EXT-2-ASSAY-2,EXP-0008-PROC-3-EXT-2,EXP-0008-PROC-3,EXP-0008,Bothrops jararaca,2023-08-21,ACE Inhibition Assay,Hypertension,HEK293 cells,96-well,0.657 - 391.2 μM,Standard Control,60.6,248.45,61.1,0.92,4.3,24.53,19.9,Fair,0.926,False,ACE inhibition,Type book care seek foot simple.,Medium,True,Novel,586.78,Christian Hernandez,Off no just foreign national.
EXP-0008-PROC-3-EXT-2-ASSAY-3,EXP-0008-PROC-3-EXT-2,EXP-0008-PROC-3,EXP-0008,Bothrops jararaca,2023-08-27,ACE Inhibition Assay,Hypertension,HEK293 cells,96-well,0.918 - 148.2 μM,Standard Control,40.6,12.13,43.0,0.79,8.1,44.86,38.3,Poor,0.821,True,ACE inhibition,News stage ready cell show.,Low,False,Novel,711.47,Melissa Stevenson,Toward knowledge this contain life leave.
EXP-0008-PROC-3-EXT-2-ASSAY-4,EXP-0008-PROC-3-EXT-2,EXP-0008-PROC-3,EXP-0008,Bothrops jararaca,2023-08-25,ACE Inhibition Assay,Hypertension,HEK293 cells,96-well,0.382 - 617.6 μM,Standard Control,45.7,0.14,99.2,2.55,44.1,27.46,36.6,Fair,0.767,False,ACE inhibition,Current will else page usually cell.,Medium,False,Novel,420.2,Jessica Shaffer,Story art writer.
EXP-0009-PROC-1-EXT-1-ASSAY-1,EXP-0009-PROC-1-EXT-1,EXP-0009-PROC-1,EXP-0009,Halichondria okadai,2025-11-18,MTT Cytotoxicity Assay,Anticancer,A549 cells,96-well,0.075 - 183.2 μM,Cisplatin,64.3,58.84,99.9,1.43,30.6,66.33,43.1,Good,0.95,True,Tubulin depolymerization,Administration join allow mean sometimes so.,Low,False,Similar,1055.57,Kenneth Walters DDS,Begin next both citizen message surface off.
EXP-0009-PROC-1-EXT-1-ASSAY-2,EXP-0009-PROC-1-EXT-1,EXP-0009-PROC-1,EXP-0009,Halichondria okadai,2025-11-13,MTT Cytotoxicity Assay,Anticancer,A549 cells,384-well,0.022 - 343.3 μM,Cisplatin,12.1,35.62,42.2,1.05,31.6,41.15,31.2,Good,0.834,True,Tubulin depolymerization,Particular year sell short issue everybody later.,Medium,False,Similar,561.92,Nancy Santos,Consider offer law sit.
EXP-0009-PROC-1-EXT-1-ASSAY-3,EXP-0009-PROC-1-EXT-1,EXP-0009-PROC-1,EXP-0009,Halichondria okadai,2025-11-17,MTT Cytotoxicity Assay,Anticancer,MCF-7 cells,96-well,0.060 - 732.0 μM,Paclitaxel,25.0,1.51,74.2,2.43,92.9,210.93,13.8,Excellent,0.784,True,Tubulin depolymerization,Threat husband family perhaps hope across.,Medium,False,Similar,857.12,Chris Foley,Purpose force leader program show off great they.
EXP-0009-PROC-1-EXT-1-ASSAY-4,EXP-0009-PROC-1-EXT-1,EXP-0009-PROC-1,EXP-0009,Halichondria okadai,2025-10-31,MTT Cytotoxicity Assay,Anticancer,A549 cells,24-well,0.346 - 156.9 μM,Doxorubicin,46.5,287.03,91.4,0.79,69.3,4.42,21.0,Fair,0.752,True,Tubulin depolymerization,Check significant deal consider ago own suddenly.,High,False,Novel,783.3,Kimberly Blevins,That up probably cut clear yard.
EXP-0009-PROC-1-EXT-1-ASSAY-5,EXP-0009-PROC-1-EXT-1,EXP-0009-PROC-1,EXP-0009,Halichondria okadai,2025-10-31,MTT Cytotoxicity Assay,Anticancer,MCF-7 cells,96-well,0.494 - 576.4 μM,Doxorubicin,41.9,1.55,84.7,0.82,11.3,31.2,35.8,Good,0.752,True,Tubulin depolymerization,View describe green case together.,Medium,True,Known,668.13,Roy Brooks,Test take decade any just cup.
EXP-0009-PROC-1-EXT-1-ASSAY-6,EXP-0009-PROC-1-EXT-1,EXP-0009-PROC-1,EXP-0009,Halichondria okadai,2025-11-01,MTT Cytotoxicity Assay,Anticancer,A549 cells,96-well,0.293 - 329.1 μM,Doxorubicin,32.7,8.59,40.3,0.61,25.2,99.13,6.6,Good,0.833,True,Tubulin depolymerization,Opportunity by wide medical official might.,Medium,False,Similar,1329.59,Daniel Shepard,Group yet indeed decision before medical long meet.
EXP-0009-PROC-1-EXT-2-ASSAY-1,EXP-0009-PROC-1-EXT-2,EXP-0009-PROC-1,EXP-0009,Halichondria okadai,2025-11-01,MTT Cytotoxicity Assay,Anticancer,HeLa cells,384-well,0.910 - 514.2 μM,Paclitaxel,50.6,27.78,54.9,1.58,63.8,12.85,13.6,Excellent,0.713,True,Tubulin depolymerization,Administration herself information which beyond growth finally.,Medium,False,Known,312.28,Tracy Pearson,Yourself be poor hope likely.
EXP-0009-PROC-1-EXT-2-ASSAY-2,EXP-0009-PROC-1-EXT-2,EXP-0009-PROC-1,EXP-0009,Halichondria okadai,2025-11-01,MTT Cytotoxicity Assay,Anticancer,HeLa cells,96-well,0.307 - 136.1 μM,Doxorubicin,40.2,46.64,57.8,1.9,71.8,194.47,36.7,Excellent,0.867,True,Tubulin depolymerization,Role today animal suggest concern.,High,True,Known,1344.97,Joseph Taylor,Several article sort term produce he increase.
EXP-0009-PROC-1-EXT-2-ASSAY-3,EXP-0009-PROC-1-EXT-2,EXP-0009-PROC-1,EXP-0009,Halichondria okadai,2025-11-02,MTT Cytotoxicity Assay,Anticancer,HeLa cells,384-well,0.992 - 191.1 μM,Cisplatin,34.9,10.35,68.6,0.83,40.1,106.98,9.7,Good,0.791,True,Tubulin depolymerization,Information company million character.,Medium,False,Novel,748.16,Mary Diaz,Skill air daughter idea.
EXP-0009-PROC-1-EXT-3-ASSAY-1,EXP-0009-PROC-1-EXT-3,EXP-0009-PROC-1,EXP-0009,Halichondria okadai,2025-11-03,MTT Cytotoxicity Assay,Anticancer,MCF-7 cells,24-well,0.106 - 965.8 μM,Doxorubicin,67.9,8.18,54.4,1.79,57.4,29.69,11.9,Poor,0.889,True,Tubulin depolymerization,Training enter fly situation former threat.,Medium,True,Novel,671.46,Shane Mcintyre,Much several reveal.
EXP-0009-PROC-1-EXT-3-ASSAY-2,EXP-0009-PROC-1-EXT-3,EXP-0009-PROC-1,EXP-0009,Halichondria okadai,2025-11-09,MTT Cytotoxicity Assay,Anticancer,HeLa cells,24-well,0.340 - 936.6 μM,Cisplatin,13.5,17.9,88.1,2.43,92.0,23.1,27.1,Good,0.725,True,Tubulin depolymerization,Citizen address today begin.,Low,False,Novel,1006.43,Ashley Alvarez DVM,Key tax speak a live tonight either.
EXP-0009-PROC-2-EXT-1-ASSAY-1,EXP-0009-PROC-2-EXT-1,EXP-0009-PROC-2,EXP-0009,Halichondria okadai,2025-11-29,MTT Cytotoxicity Assay,Anticancer,HeLa cells,384-well,0.671 - 982.2 μM,Cisplatin,6.4,67.93,92.8,2.39,56.8,33.19,6.9,Excellent,0.833,True,Tubulin depolymerization,Prevent half party respond local see.,High,False,Known,728.16,Christina Robinson,South central process sea.
EXP-0009-PROC-2-EXT-1-ASSAY-2,EXP-0009-PROC-2-EXT-1,EXP-0009-PROC-2,EXP-0009,Halichondria okadai,2025-11-26,MTT Cytotoxicity Assay,Anticancer,A549 cells,384-well,0.790 - 138.9 μM,Cisplatin,7.7,22.0,77.8,2.97,40.4,42.32,17.3,Good,0.856,False,Tubulin depolymerization,Executive past economic economy role feeling.,High,False,Known,1290.73,Julia Garza,Officer third service capital instead product often.
EXP-0009-PROC-2-EXT-1-ASSAY-3,EXP-0009-PROC-2-EXT-1,EXP-0009-PROC-2,EXP-0009,Halichondria okadai,2025-11-18,MTT Cytotoxicity Assay,Anticancer,MCF-7 cells,24-well,0.217 - 178.0 μM,Paclitaxel,2.0,6.17,54.6,1.24,56.5,89.71,20.5,Fair,0.869,True,Tubulin depolymerization,Security son place.,Medium,False,Similar,366.77,Veronica Smith,Structure down however.
EXP-0009-PROC-2-EXT-1-ASSAY-4,EXP-0009-PROC-2-EXT-1,EXP-0009-PROC-2,EXP-0009,Halichondria okadai,2025-11-30,MTT Cytotoxicity Assay,Anticancer,A549 cells,96-well,0.692 - 130.4 μM,Paclitaxel,6.6,585.99,85.4,2.45,48.3,19.39,22.1,Good,0.703,True,Tubulin depolymerization,Occur low gas.,Medium,True,Known,1411.87,Ruth Ray,Yeah law enjoy key seat pretty method.
EXP-0009-PROC-2-EXT-1-ASSAY-5,EXP-0009-PROC-2-EXT-1,EXP-0009-PROC-2,EXP-0009,Halichondria okadai,2025-12-04,MTT Cytotoxicity Assay,Anticancer,HeLa cells,384-well,0.998 - 252.2 μM,Doxorubicin,61.0,6.92,45.9,2.95,30.3,142.57,43.7,Excellent,0.701,False,Tubulin depolymerization,Front throughout effort southern maintain nature.,Low,False,Known,325.23,Mary Peterson,Enjoy site interview agent myself behind window.
EXP-0009-PROC-2-EXT-1-ASSAY-6,EXP-0009-PROC-2-EXT-1,EXP-0009-PROC-2,EXP-0009,Halichondria okadai,2025-11-25,MTT Cytotoxicity Assay,Anticancer,HeLa cells,96-well,0.389 - 193.7 μM,Cisplatin,57.5,3.71,69.1,0.73,13.8,42.03,12.7,Excellent,0.915,True,Tubulin depolymerization,Build require call girl.,Medium,True,Novel,1409.54,Juan Ayers,Consumer star those memory center quite simply.
EXP-0009-PROC-2-EXT-2-ASSAY-1,EXP-0009-PROC-2-EXT-2,EXP-0009-PROC-2,EXP-0009,Halichondria okadai,2025-11-14,MTT Cytotoxicity Assay,Anticancer,A549 cells,384-well,0.132 - 58.8 μM,Cisplatin,50.6,36.03,80.7,2.89,51.6,83.13,45.8,Excellent,0.942,True,Tubulin depolymerization,Safe government over charge teacher.,Medium,False,Known,1316.59,Rebecca Cox,Really young coach city quite.
EXP-0009-PROC-2-EXT-2-ASSAY-2,EXP-0009-PROC-2-EXT-2,EXP-0009-PROC-2,EXP-0009,Halichondria okadai,2025-11-18,MTT Cytotoxicity Assay,Anticancer,A549 cells,96-well,0.258 - 754.3 μM,Cisplatin,8.6,2.79,77.4,0.9,86.2,5.19,22.9,Excellent,0.929,True,Tubulin depolymerization,Difficult us respond must western interest dark any.,Medium,False,Novel,861.44,Jennifer Price,Will throw life carry visit a edge.
EXP-0009-PROC-2-EXT-2-ASSAY-3,EXP-0009-PROC-2-EXT-2,EXP-0009-PROC-2,EXP-0009,Halichondria okadai,2025-11-13,MTT Cytotoxicity Assay,Anticancer,A549 cells,96-well,0.590 - 282.9 μM,Doxorubicin,14.3,9.36,96.3,1.29,65.8,165.7,4.9,Excellent,0.761,True,Tubulin depolymerization,Property decade safe order at sense cell.,Medium,True,Novel,1228.42,Mr. William Bray,Hospital city industry option eat.
EXP-0009-PROC-2-EXT-2-ASSAY-4,EXP-0009-PROC-2-EXT-2,EXP-0009-PROC-2,EXP-0009,Halichondria okadai,2025-11-16,MTT Cytotoxicity Assay,Anticancer,MCF-7 cells,96-well,0.960 - 335.8 μM,Doxorubicin,64.0,8.93,77.5,0.68,83.8,113.35,9.6,Fair,0.718,True,Tubulin depolymerization,Audience white everybody throughout but science.,Low,False,Known,780.26,Brittany Ramos,Set action bring find bill.
EXP-0009-PROC-2-EXT-2-ASSAY-5,EXP-0009-PROC-2-EXT-2,EXP-0009-PROC-2,EXP-0009,Halichondria okadai,2025-11-09,MTT Cytotoxicity Assay,Anticancer,HeLa cells,96-well,0.566 - 453.4 μM,Doxorubicin,23.6,0.29,85.4,1.86,87.8,57.25,27.6,Fair,0.76,False,Tubulin depolymerization,Out discussion just state must particular child they.,Medium,True,Similar,1321.31,Michelle Hutchinson,High through both.
EXP-0009-PROC-2-EXT-3-ASSAY-1,EXP-0009-PROC-2-EXT-3,EXP-0009-PROC-2,EXP-0009,Halichondria okadai,2025-11-14,MTT Cytotoxicity Assay,Anticancer,MCF-7 cells,96-well,0.727 - 104.6 μM,Doxorubicin,29.7,7.41,59.8,2.13,75.9,17.38,37.7,Excellent,0.827,True,Tubulin depolymerization,International collection report tend maintain fact mission.,Medium,False,Similar,1272.98,Nicholas Moyer,Drop sure manager reduce it arm.
EXP-0009-PROC-2-EXT-3-ASSAY-2,EXP-0009-PROC-2-EXT-3,EXP-0009-PROC-2,EXP-0009,Halichondria okadai,2025-11-24,MTT Cytotoxicity Assay,Anticancer,MCF-7 cells,96-well,0.647 - 931.3 μM,Cisplatin,32.0,8.96,67.8,1.54,15.8,189.37,47.9,Excellent,0.801,True,Tubulin depolymerization,Tend exactly right every.,Low,False,Similar,1350.39,Jordan Barnes,Work bar big south drug.
EXP-0009-PROC-2-EXT-3-ASSAY-3,EXP-0009-PROC-2-EXT-3,EXP-0009-PROC-2,EXP-0009,Halichondria okadai,2025-11-19,MTT Cytotoxicity Assay,Anticancer,HeLa cells,96-well,0.053 - 218.9 μM,Doxorubicin,7.2,114.23,74.0,2.03,55.4,6.3,14.4,Good,0.761,True,Tubulin depolymerization,Determine its entire young step maintain parent.,Low,False,Similar,464.47,Lisa Harrell,Among blue study poor better believe.
EXP-0009-PROC-2-EXT-3-ASSAY-4,EXP-0009-PROC-2-EXT-3,EXP-0009-PROC-2,EXP-0009,Halichondria okadai,2025-11-29,MTT Cytotoxicity Assay,Anticancer,MCF-7 cells,384-well,0.660 - 412.8 μM,Doxorubicin,20.3,103.57,85.5,1.24,43.2,27.07,10.1,Good,0.728,True,Tubulin depolymerization,Guess pull tough instead hour.,High,False,Similar,1167.31,Hannah French,Of mission vote spend physical sing protect.
EXP-0009-PROC-2-EXT-3-ASSAY-5,EXP-0009-PROC-2-EXT-3,EXP-0009-PROC-2,EXP-0009,Halichondria okadai,2025-11-21,MTT Cytotoxicity Assay,Anticancer,MCF-7 cells,96-well,0.789 - 762.4 μM,Cisplatin,26.4,1783.78,98.4,1.32,92.4,10.64,14.2,Fair,0.947,False,Tubulin depolymerization,Democratic Congress piece.,High,False,Known,1104.32,Eduardo Jenkins,Rock support effect.
EXP-0009-PROC-2-EXT-3-ASSAY-6,EXP-0009-PROC-2-EXT-3,EXP-0009-PROC-2,EXP-0009,Halichondria okadai,2025-11-15,MTT Cytotoxicity Assay,Anticancer,HeLa cells,96-well,0.348 - 765.2 μM,Doxorubicin,44.6,51.42,80.2,0.94,47.9,63.76,32.8,Good,0.707,True,Tubulin depolymerization,Good whole everybody situation foot recognize.,Medium,True,Novel,317.89,Patricia Martin,Side natural focus husband give spring suddenly.
EXP-0010-PROC-1-EXT-1-ASSAY-1,EXP-0010-PROC-1-EXT-1,EXP-0010-PROC-1,EXP-0010,Bugula neritina,2023-11-23,PKC Activation Assay,Cancer/Alzheimer,A549 cells,96-well,0.597 - 301.5 μM,Cisplatin,3.0,13.91,49.2,1.44,63.2,18.63,27.8,Excellent,0.758,True,PKC modulation,Free pattern science structure.,Medium,True,Similar,712.59,Ronald Garcia,Police fine market control.
EXP-0010-PROC-1-EXT-1-ASSAY-2,EXP-0010-PROC-1-EXT-1,EXP-0010-PROC-1,EXP-0010,Bugula neritina,2023-12-01,PKC Activation Assay,Cancer/Alzheimer,MCF-7 cells,384-well,0.880 - 48.9 μM,Cisplatin,71.2,245.84,42.3,2.01,49.0,300.27,6.2,Fair,0.769,False,PKC modulation,Dark task magazine front just guess.,Medium,False,Novel,1368.38,Christopher Smith,Ok training record night series.
EXP-0010-PROC-1-EXT-1-ASSAY-3,EXP-0010-PROC-1-EXT-1,EXP-0010-PROC-1,EXP-0010,Bugula neritina,2023-12-09,PKC Activation Assay,Cancer/Alzheimer,MCF-7 cells,96-well,0.511 - 439.4 μM,Doxorubicin,43.5,0.68,67.0,2.51,17.0,180.11,15.3,Good,0.87,True,PKC modulation,Concern peace away behavior Republican trip production.,Medium,False,Similar,678.59,Brianna Peterson,However TV billion what sport thought.
EXP-0010-PROC-1-EXT-1-ASSAY-4,EXP-0010-PROC-1-EXT-1,EXP-0010-PROC-1,EXP-0010,Bugula neritina,2023-12-02,PKC Activation Assay,Cancer/Alzheimer,A549 cells,384-well,0.582 - 358.3 μM,Doxorubicin,18.3,29.08,99.5,2.96,63.9,2002.95,22.7,Excellent,0.823,False,PKC modulation,Party wife food different step.,High,True,Known,1118.97,Christopher Haney,Manager street work.
EXP-0010-PROC-1-EXT-2-ASSAY-1,EXP-0010-PROC-1-EXT-2,EXP-0010-PROC-1,EXP-0010,Bugula neritina,2023-12-09,PKC Activation Assay,Cancer/Alzheimer,HeLa cells,96-well,0.785 - 490.6 μM,Cisplatin,25.5,24.5,56.3,2.04,97.7,15.83,6.5,Excellent,0.753,True,PKC modulation,Themselves key specific certainly father.,High,True,Similar,867.71,Shannon Webb,Increase necessary nothing include summer ok.
EXP-0010-PROC-1-EXT-2-ASSAY-2,EXP-0010-PROC-1-EXT-2,EXP-0010-PROC-1,EXP-0010,Bugula neritina,2023-11-28,PKC Activation Assay,Cancer/Alzheimer,MCF-7 cells,24-well,0.054 - 857.0 μM,Cisplatin,66.9,189.97,86.6,1.84,80.0,150.73,30.2,Good,0.779,False,PKC modulation,Offer total hit end someone hair soon issue.,Medium,False,Novel,973.33,Timothy Young,Ground when care team worry east Mrs.
EXP-0010-PROC-1-EXT-2-ASSAY-3,EXP-0010-PROC-1-EXT-2,EXP-0010-PROC-1,EXP-0010,Bugula neritina,2023-12-10,PKC Activation Assay,Cancer/Alzheimer,MCF-7 cells,96-well,0.777 - 377.7 μM,Doxorubicin,4.8,262.82,47.2,2.81,8.7,5.03,46.6,Fair,0.877,False,PKC modulation,Benefit true world remain.,Medium,False,Novel,695.65,Ashley Mckenzie,Result response population never world.
EXP-0010-PROC-1-EXT-3-ASSAY-1,EXP-0010-PROC-1-EXT-3,EXP-0010-PROC-1,EXP-0010,Bugula neritina,2023-11-29,PKC Activation Assay,Cancer/Alzheimer,HeLa cells,96-well,0.990 - 221.8 μM,Cisplatin,31.2,144.81,85.8,1.23,9.1,17.06,1.6,Good,0.807,True,PKC modulation,Especially student least just opportunity ask yet.,Medium,False,Similar,792.41,Jerry Santos,Live relationship as great western everybody.
EXP-0010-PROC-1-EXT-3-ASSAY-2,EXP-0010-PROC-1-EXT-3,EXP-0010-PROC-1,EXP-0010,Bugula neritina,2023-12-02,PKC Activation Assay,Cancer/Alzheimer,MCF-7 cells,24-well,0.097 - 389.1 μM,Paclitaxel,68.1,0.6,77.5,2.78,28.1,248.42,25.8,Good,0.94,True,PKC modulation,Water road require make region.,Low,False,Similar,506.88,Victoria Lewis,Finally recent fight discussion sometimes meet imagine.
EXP-0010-PROC-1-EXT-3-ASSAY-3,EXP-0010-PROC-1-EXT-3,EXP-0010-PROC-1,EXP-0010,Bugula neritina,2023-12-01,PKC Activation Assay,Cancer/Alzheimer,HeLa cells,384-well,0.216 - 425.5 μM,Cisplatin,15.2,49.87,48.4,1.97,20.9,49.44,39.7,Good,0.896,True,PKC modulation,Woman only television wife apply senior onto.,Medium,False,Similar,435.13,Andrea Brown,Room run eat own serve conference.
EXP-0010-PROC-1-EXT-3-ASSAY-4,EXP-0010-PROC-1-EXT-3,EXP-0010-PROC-1,EXP-0010,Bugula neritina,2023-12-08,PKC Activation Assay,Cancer/Alzheimer,MCF-7 cells,24-well,0.343 - 114.5 μM,Cisplatin,15.2,373.18,49.0,2.15,33.0,54.8,17.7,Excellent,0.865,True,PKC modulation,Ahead up rock forward.,Low,False,Known,860.4,Jamie Haynes,Source high listen suggest consumer find.
EXP-0011-PROC-1-EXT-1-ASSAY-1,EXP-0011-PROC-1-EXT-1,EXP-0011-PROC-1,EXP-0011,Halichondria okadai,2023-09-18,MTT Cytotoxicity Assay,Anticancer,A549 cells,384-well,0.855 - 260.2 μM,Paclitaxel,24.9,1.08,88.7,2.43,15.4,72.38,23.7,Excellent,0.894,False,Tubulin depolymerization,Religious these matter continue.,High,True,Similar,704.8,Darrell Duke,Fund sell model after.
EXP-0011-PROC-1-EXT-1-ASSAY-2,EXP-0011-PROC-1-EXT-1,EXP-0011-PROC-1,EXP-0011,Halichondria okadai,2023-09-29,MTT Cytotoxicity Assay,Anticancer,HeLa cells,384-well,0.282 - 842.5 μM,Cisplatin,5.5,0.75,57.1,2.78,75.3,7.69,4.1,Excellent,0.879,True,Tubulin depolymerization,Article news radio believe ability world actually force.,High,False,Novel,932.76,Robert Carroll,Teacher western country per consider despite.
EXP-0011-PROC-1-EXT-2-ASSAY-1,EXP-0011-PROC-1-EXT-2,EXP-0011-PROC-1,EXP-0011,Halichondria okadai,2023-09-26,MTT Cytotoxicity Assay,Anticancer,HeLa cells,24-well,0.206 - 758.2 μM,Cisplatin,33.6,44.7,79.8,2.68,82.9,70.02,18.6,Excellent,0.85,True,Tubulin depolymerization,Best raise choice hear computer key.,Medium,False,Similar,487.51,Patricia Romero,Air although Mr when wait southern.
EXP-0011-PROC-1-EXT-2-ASSAY-2,EXP-0011-PROC-1-EXT-2,EXP-0011-PROC-1,EXP-0011,Halichondria okadai,2023-09-29,MTT Cytotoxicity Assay,Anticancer,MCF-7 cells,96-well,0.999 - 81.0 μM,Doxorubicin,5.0,11.74,98.3,0.86,11.0,93.22,6.5,Excellent,0.843,True,Tubulin depolymerization,Various blue raise operation cold.,Medium,False,Novel,1237.17,Corey Moore,Turn visit up nature home language bring never.
EXP-0011-PROC-1-EXT-2-ASSAY-3,EXP-0011-PROC-1-EXT-2,EXP-0011-PROC-1,EXP-0011,Halichondria okadai,2023-10-01,MTT Cytotoxicity Assay,Anticancer,MCF-7 cells,96-well,0.832 - 464.2 μM,Cisplatin,43.6,104.08,99.2,0.62,88.8,7.63,28.6,Poor,0.763,True,Tubulin depolymerization,East center whether make some among.,High,False,Similar,1445.87,William Castillo,Better mind professional fly month offer mother hour.
